INTERCEPT	0.14176962923379616
camp	4.908014984030608	0.13628851274865975
camp scheduled	4.908014984030608	0.13628851274865975
can	3.878395566849449	-0.14222125753089346
can always	5.131158535344817	0.0725657734292119
can help	4.438011354784871	-0.12999137208191835
can sort	5.131158535344817	-0.11043203955206918
card	3.573013917298267	0.16346854757163537
card about	4.908014984030608	0.08124985931858332
card after	5.131158535344817	0.0725657734292119
card and	5.418840607796598	0.03553961714307798
card block	5.131158535344817	0.07531652476556504
card courier	5.131158535344817	0.07531652476556504
card expire	5.131158535344817	-0.1290354646540691
card is	5.131158535344817	0.0725657734292119
card or	5.418840607796598	0.03553961714307798
card par	5.131158535344817	0.07531652476556504
card will	4.571542747409394	0.10566231160229458
care	4.571542747409394	0.02332088686917422
care they	5.131158535344817	-0.11043203955206918
case	3.8094026953624978	-0.34621404244802795
case do	4.725693427236653	-0.1670577744726172
case register	4.571542747409394	-0.15751054473954137
case send	5.131158535344817	-0.10815738022985256
cashback	5.418840607796598	-0.10187525699016689
cashback 9999	5.418840607796598	-0.10187525699016689
cbi	4.214867803470662	-0.2479859879352407
cbi 0fficer	5.418840607796598	-0.0775439747527341
cbi headquarters	4.908014984030608	-0.11526498412641138
cbi officer	5.131158535344817	-0.10796412827536594
center	5.131158535344817	0.11383087889565809
center anytime	5.131158535344817	0.11383087889565809
chahe	5.131158535344817	0.07531652476556504
chahe to	5.131158535344817	0.07531652476556504
check	5.131158535344817	0.0845332881828282
check up	5.131158535344817	0.0845332881828282
city	5.131158535344817	0.0845332881828282
city hospital	5.131158535344817	0.0845332881828282
claim	4.908014984030608	-0.2002937001981182
claim ke	5.418840607796598	-0.10187525699016689
claim your	5.418840607796598	-0.11926498802760013
cleaning	4.571542747409394	0.1330931688976444
cleaning is	4.571542747409394	0.1330931688976444
click	4.571542747409394	-0.1693548431631436
click link	4.571542747409394	-0.1693548431631436
clients	4.214867803470662	-0.15486884743767795
clients are	4.214867803470662	-0.15486884743767795
clinic	4.571542747409394	0.1330931688976444
clinic if	4.571542747409394	0.1330931688976444
closes	3.7448641742249262	-0.2703384582421431
closes this	3.7448641742249262	-0.2703384582421431
coach	5.418840607796598	0.10853522406622663
coach b4	5.418840607796598	0.10853522406622663
common	4.438011354784871	-0.12999137208191835
common for	4.438011354784871	-0.12999137208191835
complaint	4.908014984030608	0.08561388285280412
complaint has	5.418840607796598	0.08296356667174061
complete	4.571542747409394	-0.25011433305468245
complete the	4.725693427236653	-0.18547939381802148
confirm	3.878395566849449	0.053144052239158815
confirm before	4.908014984030608	0.08124985931858332
confirm few	4.725693427236653	-0.14087565074953234
confirm kar	5.131158535344817	0.07531652476556504
confirmed	4.571542747409394	0.21026413060020552
confirmed coach	5.418840607796598	0.10853522406622663
confirmed for	4.908014984030608	0.1274360999840198
confirming	5.131158535344817	0.10722472501227343
confirming your	5.131158535344817	0.10722472501227343
connection	4.320228319128488	-0.21994533071214317
connection cut	4.320228319128488	-0.21994533071214317
contains	4.571542747409394	-0.15751054473954137
contains illegal	4.571542747409394	-0.15751054473954137
continue	4.908014984030608	0.13872134051374632
continue uninterrupted	4.908014984030608	0.13872134051374632
control	5.131158535344817	-0.10815738022985256
control bureau	5.131158535344817	-0.10815738022985256
convenient	5.418840607796598	0.09317666214465502
convenient from	5.418840607796598	0.09317666214465502
cooperate	4.908014984030608	-0.11526498412641138
cooperate nahi	4.908014984030608	-0.11526498412641138
courier	4.438011354784871	0.1386114963024763
courier in	4.908014984030608	0.08124985931858332
courier se	5.131158535344817	0.07531652476556504
couriered	4.725693427236653	0.09782520446937926
couriered to	4.725693427236653	0.09782520446937926
credit	4.725693427236653	0.00018290102138099622
credit card	5.131158535344817	0.0966653720478982
credit hua	5.418840607796598	-0.10187525699016689
credited	5.131158535344817	0.17429606784209806
credited to	5.131158535344817	0.17429606784209806
customer	4.908014984030608	-0.216494010122982
customer care	5.131158535344817	-0.11043203955206918
customs	3.9525035390031706	-0.22769178477875487
customs because	4.438011354784871	-0.12999137208191835
customs department	4.725693427236653	-0.13381520683828213
cut	4.320228319128488	-0.21994533071214317
cut tonight	4.320228319128488	-0.21994533071214317
cvv	5.131158535344817	-0.1290354646540691
cvv aur	5.131158535344817	-0.1290354646540691
cylinder	4.908014984030608	0.11097855299284061
cylinder booking	4.908014984030608	0.11097855299284061
daalo	5.418840607796598	-0.10187525699016689
daily	5.131158535344817	-0.13149247382252102
daily just	5.131158535344817	-0.13149247382252102
data	5.418840607796598	0.09317666214465502
data balance	5.418840607796598	0.09317666214465502
days	3.878395566849449	-0.054722978079403795
days guaranteed	4.320228319128488	-0.2044800009452989
days you	4.908014984030608	0.08124985931858332
debit	4.438011354784871	-0.038135420240859225
